9.866667,5.745963,1,JanusGraph,24.3
203.700000,46.724541,1,PostgreSQL,24.3
4.200000,0.406838,1,TigerGraph,24.3
15.933333,14.564798,4,JanusGraph,126.1
847.866667,60.107796,4,PostgreSQL,126.1
23.900000,1.604949,4,TigerGraph,126.1
25.000000,15.965480,7,JanusGraph,251.6
1738.233333,92.851265,7,PostgreSQL,251.6
35.200000,3.661543,7,TigerGraph,251.6
29.800000,18.732969,10,JanusGraph,406.7
2769.266667,349.408360,10,PostgreSQL,406.7
43.300000,4.617433,10,TigerGraph,406.7
257.333333,172.211444,13,JanusGraph,591.9
43424.266667,1668.436206,13,PostgreSQL,591.9
3.600000,0.563242,13,TigerGraph,591.9
