9.866667,5.745963,1,JanusGraph,24.3
203.700000,46.724541,1,PostgreSQL,24.3
4.200000,0.406838,1,TigerGraph,24.3
15.933333,14.564798,4,JanusGraph,126.1
847.866667,60.107796,4,PostgreSQL,126.1
23.900000,1.604949,4,TigerGraph,126.1
25.000000,15.965480,7,JanusGraph,251.6
1738.233333,92.851265,7,PostgreSQL,251.6
35.200000,3.661543,7,TigerGraph,251.6
40.000000,66.500713,10,JanusGraph,406.7
6037.200000,1678.076637,10,PostgreSQL,406.7
42.433333,2.884959,10,TigerGraph,406.7
213.533333,118.474712,13,JanusGraph,591.9
43577.433333,1776.785293,13,PostgreSQL,591.9
60.866667,10.868281,13,TigerGraph,591.9
