739.266667,403.437294,1,JanusGraph,24.3
3028.433333,198.921347,1,PostgreSQL,24.3
5.233333,0.504007,1,TigerGraph,24.3
7189.833333,2061.855058,4,JanusGraph,126.1
52264.633333,1410.806287,4,PostgreSQL,126.1
1042.600000,29.614302,4,TigerGraph,126.1
17956.400000,5294.371172,7,JanusGraph,251.6
163582.166667,1607.418944,7,PostgreSQL,251.6
2031.666667,35.402448,7,TigerGraph,251.6
26498.566667,7648.667194,10,JanusGraph,406.7
286256.966667,1107.519798,10,PostgreSQL,406.7
3361.366667,43.683409,10,TigerGraph,406.7
41053.900000,9421.809155,13,JanusGraph,591.9
470107.566667,1313.574242,13,PostgreSQL,591.9
7707.400000,66.415412,13,TigerGraph,591.9
